Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,1990,1990,%,0.2759,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,1991,1991,%,0.2721,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,1992,1992,%,0.2732,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,1993,1993,%,0.2506,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,1994,1994,%,0.2498,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,1995,1995,%,0.264,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,1996,1996,%,0.267,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,1997,1997,%,0.2834,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,1998,1998,%,0.2817,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,1999,1999,%,0.3211,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,2000,2000,%,0.3387,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,2001,2001,%,0.3408,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,2002,2002,%,0.3547,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,2003,2003,%,0.3691,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,2004,2004,%,0.3692,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,2005,2005,%,0.3564,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,2006,2006,%,0.3567,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,2007,2007,%,0.3547,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,2008,2008,%,0.364,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,2009,2009,%,0.3942,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6818,Waste,2010,2010,%,0.3741,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,1990,1990,%,0.7151,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,1991,1991,%,0.7055,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,1992,1992,%,0.6998,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,1993,1993,%,0.6592,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,1994,1994,%,0.6225,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,1995,1995,%,0.6115,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,1996,1996,%,0.5937,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,1997,1997,%,0.5747,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,1998,1998,%,0.5412,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,1999,1999,%,0.5547,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,2000,2000,%,0.5288,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,2001,2001,%,0.4931,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,2002,2002,%,0.5298,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,2003,2003,%,0.4877,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,2004,2004,%,0.4729,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,2005,2005,%,0.4637,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,2006,2006,%,0.4368,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,2007,2007,%,0.4309,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,2008,2008,%,0.406,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,2009,2009,%,0.4038,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6819,Other sources,2010,2010,%,0.4139,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,1990,1990,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,1991,1991,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,1992,1992,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,1993,1993,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,1994,1994,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,1995,1995,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,1996,1996,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,1997,1997,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,1998,1998,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,1999,1999,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,2000,2000,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,2001,2001,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,2002,2002,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,2003,2003,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,2004,2004,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,2005,2005,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,2006,2006,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,2007,2007,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,2008,2008,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,2009,2009,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6819,Other sources,2010,2010,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,1990,1990,%,0.3119,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,1991,1991,%,0.2546,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,1992,1992,%,0.2114,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,1993,1993,%,0.1576,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,1994,1994,%,0.1712,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,1995,1995,%,0.1837,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,1996,1996,%,0.1721,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,1997,1997,%,0.1468,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,1998,1998,%,0.1483,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,1999,1999,%,0.1929,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,2000,2000,%,0.1049,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,2001,2001,%,0.0974,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,2002,2002,%,0.1949,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,2003,2003,%,0.2813,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,2004,2004,%,0.3038,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,2005,2005,%,0.2824,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,2006,2006,%,0.3048,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,2007,2007,%,0.2872,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,2008,2008,%,0.2495,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,2009,2009,%,0.2086,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,1711,Agriculture total,2010,2010,%,0.1671,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,1990,1990,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,1991,1991,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,1992,1992,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,1993,1993,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,1994,1994,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,1995,1995,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,1996,1996,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,1997,1997,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,1998,1998,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,1999,1999,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,2000,2000,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,2001,2001,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,2002,2002,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,2003,2003,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,2004,2004,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,2005,2005,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,2006,2006,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,2007,2007,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,2008,2008,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,2009,2009,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,1711,Agriculture total,2010,2010,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,1990,1990,%,0.0001,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,1991,1991,%,0.0001,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,1992,1992,%,0.0001,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,1993,1993,%,0.0001,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,1994,1994,%,0.0001,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,1995,1995,%,0.0001,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,1996,1996,%,0.0001,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,1997,1997,%,0.0001,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,1998,1998,%,0.0001,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,1999,1999,%,0.0001,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,2000,2000,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,2001,2001,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,2002,2002,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,2003,2003,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,2004,2004,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,2005,2005,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,2006,2006,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,2007,2007,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,2008,2008,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,2009,2009,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6822,Land use sources,2010,2010,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,1990,1990,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,1991,1991,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,1992,1992,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,1993,1993,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,1994,1994,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,1995,1995,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,1996,1996,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,1997,1997,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,1998,1998,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,1999,1999,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,2000,2000,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,2001,2001,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,2002,2002,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,2003,2003,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,2004,2004,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,2005,2005,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,2006,2006,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,2007,2007,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,2008,2008,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,2009,2009,%,0,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6822,Land use sources,2010,2010,%,0,Fc,Calculated data
